id,label,source,text,pattern_tags,notes
L00223,legit,govt_service,You have received INR 1500 from Asha into your UPI ID collect31@upi.,,
S00375,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00548,legit,bank_dlt_template,You have received INR 999 from Ramesh into your UPI ID pay35@upi.,,
L00229,legit,payment_app,You have received INR 250 from Asha into your UPI ID pay37@upi.,,
L00040,legit,merchant_txn,Your a/c ending XXXX8563 is debited by INR 199 on 8/11/2025. Avl bal: INR 53327.,txn|balance,
L00543,legit,bank_dlt_template,Your KYC for Gas is completed successfully.,,
L00243,legit,govt_service,"Dear Customer, your bill of INR 1500 for Internet is due on 11/7/2025. Pay at: http://bit.ly/lcnx32",,
L00899,legit,merchant_txn,Your account XXXX8409 has been credited with INR 100 by NEFT. Ref: RRWWS4FZRG.,txn|reference,
S00134,scam,crowd_report,Your UPI refund of INR 50 is pending. Enter OTP 180757 to confirm refund: http://tinyurl.com/hwdo0k,phishing_link|refund_scam|otp_request,
S00449,scam,honeypot,Your payment failed. Retry here: http://tinyurl.com/oxqevb and enter the OTP to complete.,phishing_link,
S00869,scam,honeypot,This is Support from Amazon. Send me the OTP you received to approve payment.,,
L00843,legit,bank_dlt_template,Your ECS mandate for INR 999 with BookMyShow is registered. Mandate ID: YCPUUKBI7I.,,
S00419,scam,crowd_report,Your UPI refund of INR 5000 is pending. Enter OTP 228808 to confirm refund: http://tinyurl.com/jl5wd5,phishing_link|refund_scam|otp_request,
S00654,scam,synthetic,Congrats! You've won cashback INR 499. Click http://tinyurl.com/ko0dxj to claim now.,phishing_link,
S00970,scam,honeypot,This is CustomerCare from Axis Bank. Send me the OTP you received to approve payment.,,
L00662,legit,payment_app,Payment of INR 999 to BigBasket using UPI was successful. Txn ID: 337PD7CDZP.,reference,
S00211,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00315,legit,payment_app,Your KYC for Internet is completed successfully.,,
L00692,legit,bank_dlt_template,"Dear Customer, your bill of INR 100 for Electricity is due on 8/9/2025. Pay at: http://refund-now.in/zee31b",reference,
S00504,scam,news_sample,Someone sent you INR 100. Accept collect request at collect65@upi to receive funds.,collect_request,
L00425,legit,payment_app,Your account XXXX5813 has been credited with INR 100 by NEFT. Ref: EGKAZAL4W7.,txn|reference,
L00595,legit,govt_service,Your OTP for transaction of INR 50 at ICICI is 878910. Do not share it with anyone.,otp,
S00964,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00623,legit,payment_app,Payment of INR 250 to BookMyShow using UPI was successful. Txn ID: O9R7LJ5MV6.,reference,
S00171,scam,crowd_report,Install this app http://tinyurl.com/rx3bto to get a refund from Flipkart.,phishing_link|refund_scam,
S00044,scam,honeypot,Rs 100 credited. Please refund INR 1073 to confirm identity: http://refund-now.in/v3ynry,phishing_link|refund_scam,
L00228,legit,bank_dlt_template,"Dear Customer, your bill of INR 250 for Gas is due on 21/5/2025. Pay at: http://secure-pay.in/notikd",,
S00118,scam,synthetic,Install this app http://secure-pay.in/0civlt to get a refund from BigBasket.,phishing_link|refund_scam,
S00332,scam,honeypot,Rs 199 credited. Please refund INR 1675 to confirm identity: http://secure-pay.in/hs0aac,phishing_link|refund_scam,
S00316,scam,synthetic,Bank blocked your account. Call immediate on +911562868531 and share OTP to reactivate.,,
L00067,legit,merchant_txn,You have received INR 999 from Priya into your UPI ID id62@upi.,,
L00025,legit,bank_dlt_template,Your OTP for transaction of INR 499 at SBI is 221761. Do not share it with anyone.,otp,
L00145,legit,payment_app,You have received INR 499 from Vijay into your UPI ID collect38@upi.,,
L00537,legit,payment_app,You have received INR 499 from Rahul into your UPI ID pay57@upi.,,
L00812,legit,payment_app,Your ECS mandate for INR 100 with SBI is registered. Mandate ID: M8ML7K7GOP.,,
S00467,scam,crowd_report,Pay INR 250 as token to release your prize. Pay here: http://example.com/jawt3t,phishing_link,
L00086,legit,payment_app,Txn of INR 999 to Ramesh is successful. Ref: BIXOIQ2Q4Q.,reference,
S00661,scam,news_sample,Congrats! You've won cashback INR 999. Click http://tinyurl.com/cveg1y to claim now.,phishing_link,
S00646,scam,crowd_report,This is Admin from Zomato. Send me the OTP you received to approve payment.,,
S00805,scam,news_sample,This is Admin from Axis Bank. Send me the OTP you received to approve payment.,,
S00818,scam,synthetic,Bank blocked your account. Call immediate on +917276243814 and share OTP to reactivate.,,
S00577,scam,crowd_report,Pay INR 999 as token to release your prize. Pay here: http://bit.ly/xq2jya,phishing_link,
S00145,scam,honeypot,Pay INR 199 as token to release your prize. Pay here: http://tinyurl.com/uuu02d,phishing_link,
L00363,legit,bank_dlt_template,Your OTP for transaction of INR 250 at Flipkart is 645528. Do not share it with anyone.,otp,
S00612,scam,news_sample,This is CustomerCare from Amazon. Send me the OTP you received to approve payment.,,
S00866,scam,crowd_report,Bank blocked your account. Call immediate on +919346067050 and share OTP to reactivate.,,
S00027,scam,honeypot,Rs 50 credited. Please refund INR 12586 to confirm identity: http://example.com/bl3ynl,phishing_link|refund_scam,
S00031,scam,synthetic,Rs 999 credited. Please refund INR 12744 to confirm identity: http://secure-pay.in/yux0yk,phishing_link|refund_scam,
S00304,scam,news_sample,Bank blocked your account. Call immediate on +916278510830 and share OTP to reactivate.,,
S00356,scam,honeypot,Pay INR 12345 as token to release your prize. Pay here: http://bit.ly/m3ajq5,phishing_link,
S00731,scam,synthetic,Your payment failed. Retry here: http://refund-now.in/y4i2y5 and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00666,legit,payment_app,"Dear Customer, your bill of INR 50 for Gas is due on 12/6/2025. Pay at: http://secure-pay.in/muuw0e",,
L00365,legit,govt_service,Your account XXXX8981 has been credited with INR 199 by NEFT. Ref: UWUFUK15U2.,txn|reference,
L00078,legit,bank_dlt_template,Your account XXXX0351 has been credited with INR 199 by NEFT. Ref: 4IQ7ZJ3SWE.,txn|reference,
L00028,legit,govt_service,Your account XXXX8375 has been credited with INR 100 by NEFT. Ref: 5Z8VMUHXID.,txn|reference,
S00437,scam,honeypot,Rs 199 credited. Please refund INR 2102 to confirm identity: http://secure-pay.in/inho3x,phishing_link|refund_scam,
L00526,legit,bank_dlt_template,Your account XXXX9897 has been credited with INR 100 by NEFT. Ref: UMJACYPZ7F.,txn|reference,
S00835,scam,crowd_report,Install this app http://bit.ly/scy2cn to get a refund from Zomato.,phishing_link|refund_scam,
L00056,legit,merchant_txn,Your KYC for Electricity is completed successfully.,,
L00639,legit,payment_app,Your a/c ending XXXX5417 is debited by INR 250 on 14/9/2025. Avl bal: INR 85710.,txn|balance,
L00303,legit,bank_dlt_template,Payment of INR 1500 to ICICI using UPI was successful. Txn ID: SIWMZAP4VK.,reference,
L00719,legit,payment_app,Your a/c ending XXXX6965 is debited by INR 250 on 7/11/2025. Avl bal: INR 27785.,txn|balance,
L00625,legit,merchant_txn,"Dear Customer, your bill of INR 12345 for Gas is due on 10/4/2025. Pay at: http://tinyurl.com/jdgso5",,
L00008,legit,payment_app,Your account XXXX9610 has been credited with INR 499 by NEFT. Ref: 3BME9FPZUE.,txn|reference,
L00804,legit,merchant_txn,Payment of INR 5000 to Flipkart using UPI was successful. Txn ID: 0C5RL8HUC0.,reference,
S00050,scam,honeypot,Bank blocked your account. Call immediate on +910064266015 and share OTP to reactivate.,,
L00337,legit,bank_dlt_template,Your OTP for transaction of INR 199 at Flipkart is 378404. Do not share it with anyone.,otp,
L00048,legit,merchant_txn,Your a/c ending XXXX5720 is debited by INR 1500 on 1/5/2025. Avl bal: INR 60786.,txn|balance,
S00764,scam,news_sample,Pay INR 1500 as token to release your prize. Pay here: http://example.com/e2obsm,phishing_link,
L00107,legit,payment_app,Payment of INR 12345 to ICICI using UPI was successful. Txn ID: F0ONJPI163.,reference,
L00350,legit,payment_app,"Dear Customer, your bill of INR 50 for Mobile is due on 19/8/2025. Pay at: http://tinyurl.com/5rueil",,
S00080,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00239,legit,govt_service,Your a/c ending XXXX3924 is debited by INR 499 on 6/4/2025. Avl bal: INR 71759.,txn|balance,
L00214,legit,bank_dlt_template,Your KYC for Gas is completed successfully.,,
S00776,scam,honeypot,This is CustomerCare from BookMyShow. Send me the OTP you received to approve payment.,,
S00139,scam,honeypot,Congrats! You've won cashback INR 999. Click http://tinyurl.com/24avnx to claim now.,phishing_link,
L00794,legit,govt_service,"Alert: A login to your netbanking from new device on 26/2/2025. If not you, call +912130108797.",,
S00587,scam,synthetic,Your payment failed. Retry here: http://refund-now.in/w0hfzm and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
S00583,scam,synthetic,Your payment failed. Retry here: http://bit.ly/02nzsm and enter the OTP to complete.,phishing_link,
S00672,scam,honeypot,Your payment failed. Retry here: http://tinyurl.com/wlilqo and enter the OTP to complete.,phishing_link,
L00524,legit,govt_service,Payment of INR 50 to Zomato using UPI was successful. Txn ID: MLW2EK0BRZ.,reference,
L00233,legit,bank_dlt_template,Your ECS mandate for INR 100 with Zomato is registered. Mandate ID: GBXQJ7DPFS.,,
L00645,legit,govt_service,Txn of INR 199 to Asha is successful. Ref: 3UFEVSTYGX.,reference,
S00508,scam,crowd_report,Someone sent you INR 12345. Accept collect request at refund82@upi to receive funds.,refund_scam|collect_request,
L00534,legit,bank_dlt_template,Your account XXXX0851 has been credited with INR 199 by NEFT. Ref: OFVYG72VWM.,txn|reference,
S00942,scam,crowd_report,This is Admin from BigBasket. Send me the OTP you received to approve payment.,,
L00604,legit,govt_service,Your KYC for Electricity is completed successfully.,,
S00330,scam,synthetic,Your UPI refund of INR 5000 is pending. Enter OTP 956633 to confirm refund: http://bit.ly/edrfqu,phishing_link|refund_scam|otp_request,
S00075,scam,crowd_report,Congrats! You've won cashback INR 1500. Click http://bit.ly/101p1x to claim now.,phishing_link,
S00305,scam,honeypot,Your UPI refund of INR 499 is pending. Enter OTP 457285 to confirm refund: http://secure-pay.in/44xnyu,phishing_link|refund_scam|otp_request,
L00061,legit,govt_service,Payment of INR 1500 to PaytmMall using UPI was successful. Txn ID: 232UTVG9KU.,reference,
S00264,scam,synthetic,Someone sent you INR 5000. Accept collect request at refund45@upi to receive funds.,refund_scam|collect_request,
L00093,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 9/4/2025. If not you, call +916507956062.",,
L00667,legit,govt_service,You have received INR 100 from Vijay into your UPI ID pay31@upi.,,
L00281,legit,merchant_txn,Your account XXXX9426 has been credited with INR 250 by NEFT. Ref: DILRZQ8BXY.,txn|reference,
S00114,scam,crowd_report,Bank blocked your account. Call immediate on +911848362662 and share OTP to reactivate.,,
L00360,legit,merchant_txn,"Alert: A login to your netbanking from new device on 8/3/2025. If not you, call +910557756156.",,
S00129,scam,news_sample,Someone sent you INR 100. Accept collect request at pay34@upi to receive funds.,collect_request,
S00170,scam,news_sample,Install this app http://secure-pay.in/2r2ox3 to get a refund from SBI.,phishing_link|refund_scam,
L00848,legit,govt_service,Your a/c ending XXXX2442 is debited by INR 499 on 3/4/2025. Avl bal: INR 52523.,txn|balance,
S00522,scam,crowd_report,Your UPI refund of INR 50 is pending. Enter OTP 652712 to confirm refund: http://refund-now.in/ugmdpr,phishing_link|refund_scam|otp_request,
L00111,legit,payment_app,Your OTP for transaction of INR 5000 at Axis Bank is 754280. Do not share it with anyone.,otp,
L00043,legit,merchant_txn,Your KYC for Electricity is completed successfully.,,
L00126,legit,bank_dlt_template,Your account XXXX1938 has been credited with INR 5000 by NEFT. Ref: DLX1Q8F6JN.,txn|reference,
L00205,legit,govt_service,Your KYC for Electricity is completed successfully.,,
L00053,legit,bank_dlt_template,Your OTP for transaction of INR 1500 at ICICI is 495490. Do not share it with anyone.,otp,
L00546,legit,payment_app,Your a/c ending XXXX1785 is debited by INR 250 on 20/7/2025. Avl bal: INR 54690.,txn|balance,
L00069,legit,payment_app,Payment of INR 499 to SBI using UPI was successful. Txn ID: D3KZVH4FZ8.,reference,
S00741,scam,crowd_report,Your payment failed. Retry here: http://tinyurl.com/njqcs2 and enter the OTP to complete.,phishing_link,
S00548,scam,news_sample,Your UPI refund of INR 999 is pending. Enter OTP 534371 to confirm refund: http://secure-pay.in/i2ra2r,phishing_link|refund_scam|otp_request,
L00184,legit,govt_service,Txn of INR 50 to Ramesh is successful. Ref: HLK3YJZ991.,reference,
L00138,legit,bank_dlt_template,Your ECS mandate for INR 100 with Flipkart is registered. Mandate ID: FBSCIQUP06.,,
L00900,legit,bank_dlt_template,Your OTP for transaction of INR 50 at SBI is 741889. Do not share it with anyone.,otp,
L00797,legit,payment_app,Your a/c ending XXXX1629 is debited by INR 12345 on 17/7/2025. Avl bal: INR 74712.,txn|balance,
L00133,legit,merchant_txn,Txn of INR 499 to Rahul is successful. Ref: W7JP61LFC1.,reference,
L00081,legit,bank_dlt_template,Your KYC for Internet is completed successfully.,,
S00987,scam,news_sample,Someone sent you INR 250. Accept collect request at collect73@upi to receive funds.,collect_request,
S00541,scam,synthetic,Pay INR 499 as token to release your prize. Pay here: http://tinyurl.com/mpkemq,phishing_link,
L00542,legit,bank_dlt_template,Payment of INR 499 to SBI using UPI was successful. Txn ID: 8C7J0ZNRUH.,reference,
S00669,scam,news_sample,Your UPI refund of INR 1500 is pending. Enter OTP 411947 to confirm refund: http://secure-pay.in/psdqjj,phishing_link|refund_scam|otp_request,
L00984,legit,govt_service,You have received INR 499 from Ramesh into your UPI ID collect23@upi.,,
L00166,legit,payment_app,Txn of INR 999 to Asha is successful. Ref: AKGMIH6MV4.,reference,
L00249,legit,bank_dlt_template,You have received INR 1500 from Vijay into your UPI ID collect83@upi.,,
L00447,legit,bank_dlt_template,Payment of INR 499 to SBI using UPI was successful. Txn ID: 1ZEQWF1VVW.,reference,
S00515,scam,crowd_report,Your payment failed. Retry here: http://refund-now.in/eeahox and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00859,legit,payment_app,Your OTP for transaction of INR 199 at BookMyShow is 352342. Do not share it with anyone.,otp,
S00212,scam,news_sample,Congrats! You've won cashback INR 5000. Click http://bit.ly/vede0l to claim now.,phishing_link,
L00098,legit,payment_app,Txn of INR 199 to Rahul is successful. Ref: 61XSNBTI22.,reference,
S00974,scam,synthetic,Your UPI refund of INR 999 is pending. Enter OTP 416555 to confirm refund: http://secure-pay.in/0v0oat,phishing_link|refund_scam|otp_request,
L00738,legit,bank_dlt_template,You have received INR 50 from Asha into your UPI ID collect94@upi.,,
S00256,scam,news_sample,Congrats! You've won cashback INR 100. Click http://secure-pay.in/m2wd43 to claim now.,phishing_link,
L00103,legit,govt_service,Your OTP for transaction of INR 1500 at PaytmMall is 579404. Do not share it with anyone.,otp,
L00435,legit,payment_app,Your KYC for Gas is completed successfully.,,
L00075,legit,payment_app,Txn of INR 100 to Asha is successful. Ref: Q6JXNNNGBP.,reference,
S00792,scam,crowd_report,Your payment failed. Retry here: http://bit.ly/p5gpuy and enter the OTP to complete.,phishing_link,
S00235,scam,crowd_report,Congrats! You've won cashback INR 199. Click http://tinyurl.com/yvkseu to claim now.,phishing_link,
L00919,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 7/9/2025. If not you, call +916580199439.",,
S00712,scam,crowd_report,Rs 499 credited. Please refund INR 5929 to confirm identity: http://secure-pay.in/xd30we,phishing_link|refund_scam,
S00671,scam,honeypot,Install this app http://secure-pay.in/aowgod to get a refund from Axis Bank.,phishing_link|refund_scam,
S00621,scam,synthetic,Rs 199 credited. Please refund INR 352 to confirm identity: http://refund-now.in/qrmb1u,phishing_link|refund_scam,
L00763,legit,merchant_txn,Your a/c ending XXXX6487 is debited by INR 250 on 5/8/2025. Avl bal: INR 94999.,txn|balance,
L00990,legit,govt_service,Your account XXXX0742 has been credited with INR 5000 by NEFT. Ref: VV5AA2KOYR.,txn|reference,
L00389,legit,govt_service,You have received INR 5000 from Rahul into your UPI ID refund16@upi.,reference,
L00236,legit,merchant_txn,Your ECS mandate for INR 499 with BookMyShow is registered. Mandate ID: V8JGUZ4E2U.,,
S00507,scam,crowd_report,Congrats! You've won cashback INR 50. Click http://secure-pay.in/vhcsda to claim now.,phishing_link,
L00268,legit,payment_app,You have received INR 12345 from Asha into your UPI ID collect23@upi.,,
S00188,scam,honeypot,Install this app http://bit.ly/kr14bo to get a refund from BookMyShow.,phishing_link|refund_scam,
L00118,legit,merchant_txn,Your KYC for Internet is completed successfully.,,
S00607,scam,synthetic,Rs 999 credited. Please refund INR 1645 to confirm identity: http://refund-now.in/rfigv3,phishing_link|refund_scam,
L00674,legit,govt_service,Your a/c ending XXXX1004 is debited by INR 250 on 18/10/2025. Avl bal: INR 2548.,txn|balance,
L00250,legit,payment_app,Your account XXXX8335 has been credited with INR 999 by NEFT. Ref: KII1NQ0EI0.,txn|reference,
S00453,scam,news_sample,Bank blocked your account. Call immediate on +915525640985 and share OTP to reactivate.,,
S00995,scam,honeypot,Your UPI refund of INR 250 is pending. Enter OTP 578442 to confirm refund: http://example.com/wkqmsx,phishing_link|refund_scam|otp_request,
L00095,legit,payment_app,Your account XXXX9671 has been credited with INR 199 by NEFT. Ref: 6V4ESDNAI8.,txn|reference,
L00034,legit,merchant_txn,You have received INR 250 from Priya into your UPI ID id70@upi.,,
S00464,scam,honeypot,Your payment failed. Retry here: http://example.com/ylzsgi and enter the OTP to complete.,phishing_link,
S00668,scam,synthetic,Rs 12345 credited. Please refund INR 1969 to confirm identity: http://refund-now.in/fttjq0,phishing_link|refund_scam,
L00449,legit,merchant_txn,Txn of INR 199 to Priya is successful. Ref: HIVDTS8MG0.,reference,
L00717,legit,merchant_txn,You have received INR 250 from Priya into your UPI ID pay14@upi.,,
S00810,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00518,scam,honeypot,Rs 12345 credited. Please refund INR 1009 to confirm identity: http://tinyurl.com/b3bvtq,phishing_link|refund_scam,
L00001,legit,bank_dlt_template,Txn of INR 499 to Priya is successful. Ref: 0Y6DPBHSAH.,reference,
S00376,scam,news_sample,Rs 100 credited. Please refund INR 750 to confirm identity: http://tinyurl.com/31zozj,phishing_link|refund_scam,
S00102,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00109,scam,synthetic,Install this app http://bit.ly/ygxp3u to get a refund from BigBasket.,phishing_link|refund_scam,
S00227,scam,honeypot,Someone sent you INR 12345. Accept collect request at refund97@upi to receive funds.,refund_scam|collect_request,
L00083,legit,bank_dlt_template,Txn of INR 50 to Asha is successful. Ref: NTRFZWKXXJ.,reference,
S00289,scam,crowd_report,Your UPI refund of INR 5000 is pending. Enter OTP 105053 to confirm refund: http://refund-now.in/jgj5sg,phishing_link|refund_scam|otp_request,
L00677,legit,payment_app,Your account XXXX2567 has been credited with INR 12345 by NEFT. Ref: 18QZB6UXQR.,txn|reference,
S00921,scam,crowd_report,Pay INR 250 as token to release your prize. Pay here: http://bit.ly/1rqzit,phishing_link,
S00047,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00771,legit,merchant_txn,"Alert: A login to your netbanking from new device on 6/3/2025. If not you, call +910653975278.",,
S00947,scam,news_sample,Your UPI refund of INR 499 is pending. Enter OTP 339139 to confirm refund: http://example.com/o10mfm,phishing_link|refund_scam|otp_request,
S00281,scam,honeypot,Congrats! You've won cashback INR 499. Click http://refund-now.in/pkmh13 to claim now.,phishing_link|refund_scam,
S00581,scam,news_sample,Someone sent you INR 12345. Accept collect request at id52@upi to receive funds.,collect_request,
S00489,scam,synthetic,Bank blocked your account. Call immediate on +917304255547 and share OTP to reactivate.,,
L00405,legit,bank_dlt_template,Your OTP for transaction of INR 12345 at ICICI is 583717. Do not share it with anyone.,otp,
S00728,scam,news_sample,Your payment failed. Retry here: http://tinyurl.com/rlbamc and enter the OTP to complete.,phishing_link,
S00299,scam,honeypot,This is Support from PaytmMall. Send me the OTP you received to approve payment.,,
S00341,scam,crowd_report,Your payment failed. Retry here: http://refund-now.in/uorxvi and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00105,legit,bank_dlt_template,Txn of INR 199 to Ramesh is successful. Ref: LKJXJQ5NV8.,reference,
L00689,legit,bank_dlt_template,Your account XXXX0652 has been credited with INR 499 by NEFT. Ref: BC82SG0YPJ.,txn|reference,
S00306,scam,synthetic,Congrats! You've won cashback INR 12345. Click http://secure-pay.in/stgqds to claim now.,phishing_link,
L00827,legit,merchant_txn,Your OTP for transaction of INR 199 at Zomato is 682084. Do not share it with anyone.,otp,
L00063,legit,govt_service,Txn of INR 199 to Ramesh is successful. Ref: 01PDDHCVSQ.,reference,
L00853,legit,merchant_txn,Txn of INR 50 to Priya is successful. Ref: 7TJ2GWD8UB.,reference,
S00354,scam,crowd_report,Congrats! You've won cashback INR 199. Click http://refund-now.in/bx5i5k to claim now.,phishing_link|refund_scam,
L00224,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 13/5/2025. If not you, call +916799008009.",,
L00146,legit,payment_app,"Dear Customer, your bill of INR 199 for Electricity is due on 1/5/2025. Pay at: http://tinyurl.com/ytfkk1",,
S00089,scam,honeypot,Your UPI refund of INR 100 is pending. Enter OTP 377745 to confirm refund: http://example.com/3kalie,phishing_link|refund_scam|otp_request,
L00374,legit,govt_service,Your OTP for transaction of INR 12345 at Flipkart is 517955. Do not share it with anyone.,otp,
S00421,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00143,scam,honeypot,Rs 1500 credited. Please refund INR 806 to confirm identity: http://bit.ly/zorlav,phishing_link|refund_scam,
S00827,scam,synthetic,Your UPI refund of INR 1500 is pending. Enter OTP 795674 to confirm refund: http://tinyurl.com/i4zmur,phishing_link|refund_scam|otp_request,
S00495,scam,honeypot,This is Admin from Amazon. Send me the OTP you received to approve payment.,,
S00602,scam,honeypot,Rs 199 credited. Please refund INR 1212 to confirm identity: http://refund-now.in/tc3kjc,phishing_link|refund_scam,
S00271,scam,synthetic,Install this app http://secure-pay.in/mo5zrn to get a refund from ICICI.,phishing_link|refund_scam,
L00010,legit,merchant_txn,You have received INR 499 from Rahul into your UPI ID pay36@upi.,,
L00450,legit,bank_dlt_template,Your account XXXX3933 has been credited with INR 999 by NEFT. Ref: XTKXGY93FO.,txn|reference,
L00709,legit,merchant_txn,"Dear Customer, your bill of INR 100 for Mobile is due on 3/7/2025. Pay at: http://secure-pay.in/0bwfps",,
L00256,legit,merchant_txn,Your ECS mandate for INR 999 with Flipkart is registered. Mandate ID: OUFHW8WLVA.,,
L00883,legit,merchant_txn,Your OTP for transaction of INR 1500 at BigBasket is 380448. Do not share it with anyone.,otp,
L00390,legit,merchant_txn,Your KYC for Gas is completed successfully.,,
L00909,legit,merchant_txn,"Alert: A login to your netbanking from new device on 6/11/2025. If not you, call +914972412144.",,
L00925,legit,govt_service,Txn of INR 199 to Ramesh is successful. Ref: GPIREXQWWF.,reference,
S00704,scam,synthetic,This is CustomerCare from Flipkart. Send me the OTP you received to approve payment.,,
S00233,scam,news_sample,Your UPI refund of INR 250 is pending. Enter OTP 948796 to confirm refund: http://secure-pay.in/ct2vpa,phishing_link|refund_scam|otp_request,
L00461,legit,merchant_txn,"Alert: A login to your netbanking from new device on 2/12/2025. If not you, call +918787038272.",,
S00270,scam,synthetic,Congrats! You've won cashback INR 250. Click http://tinyurl.com/xldta4 to claim now.,phishing_link,
S00760,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00169,scam,crowd_report,This is Support from Axis Bank. Send me the OTP you received to approve payment.,,
L00959,legit,govt_service,Payment of INR 1500 to BookMyShow using UPI was successful. Txn ID: 7Q0ECDC9YP.,reference,
L00502,legit,payment_app,Your account XXXX6685 has been credited with INR 12345 by NEFT. Ref: H1Y3BQHOK3.,txn|reference,
L00740,legit,govt_service,Your KYC for Gas is completed successfully.,,
S00850,scam,honeypot,Bank blocked your account. Call immediate on +918608217684 and share OTP to reactivate.,,
L00869,legit,govt_service,Payment of INR 50 to BookMyShow using UPI was successful. Txn ID: 6O60DB5A3Z.,reference,
L00732,legit,bank_dlt_template,Your OTP for transaction of INR 12345 at BookMyShow is 881320. Do not share it with anyone.,otp,
L00540,legit,payment_app,"Alert: A login to your netbanking from new device on 12/10/2025. If not you, call +910863624201.",,
S00202,scam,news_sample,Your UPI refund of INR 499 is pending. Enter OTP 110336 to confirm refund: http://secure-pay.in/nxuvge,phishing_link|refund_scam|otp_request,
L00698,legit,merchant_txn,Your a/c ending XXXX7295 is debited by INR 499 on 1/12/2025. Avl bal: INR 15478.,txn|balance,
S00393,scam,news_sample,Bank blocked your account. Call immediate on +919667796517 and share OTP to reactivate.,,
S00377,scam,honeypot,Bank blocked your account. Call immediate on +916560700820 and share OTP to reactivate.,,
S00146,scam,crowd_report,Your payment failed. Retry here: http://example.com/ul4aap and enter the OTP to complete.,phishing_link,
S00032,scam,crowd_report,Congrats! You've won cashback INR 199. Click http://tinyurl.com/bm2325 to claim now.,phishing_link,
L00373,legit,bank_dlt_template,Your account XXXX4459 has been credited with INR 100 by NEFT. Ref: WS81BXD7IT.,txn|reference,
L00668,legit,payment_app,Payment of INR 12345 to ICICI using UPI was successful. Txn ID: 55C2IBJVSL.,reference,
S00526,scam,crowd_report,Pay INR 250 as token to release your prize. Pay here: http://bit.ly/qlqlk1,phishing_link,
L00358,legit,merchant_txn,Your OTP for transaction of INR 199 at Amazon is 163660. Do not share it with anyone.,otp,
L00968,legit,merchant_txn,Your ECS mandate for INR 100 with PaytmMall is registered. Mandate ID: CDCOWDXCJ1.,,
L00784,legit,bank_dlt_template,Your OTP for transaction of INR 5000 at Flipkart is 241259. Do not share it with anyone.,otp,
L00736,legit,payment_app,Your KYC for Gas is completed successfully.,,
S00036,scam,synthetic,Install this app http://refund-now.in/2firbo to get a refund from BookMyShow.,phishing_link|refund_scam,
L00971,legit,bank_dlt_template,Your ECS mandate for INR 50 with BookMyShow is registered. Mandate ID: 7I6BXPDZLH.,,
S00525,scam,news_sample,Bank blocked your account. Call immediate on +919765133376 and share OTP to reactivate.,,
S00487,scam,crowd_report,Pay INR 499 as token to release your prize. Pay here: http://secure-pay.in/wgehcp,phishing_link,
S00524,scam,news_sample,Bank blocked your account. Call immediate on +918313801308 and share OTP to reactivate.,,
S00491,scam,crowd_report,Install this app http://tinyurl.com/12zxyt to get a refund from SBI.,phishing_link|refund_scam,
S00643,scam,honeypot,Rs 999 credited. Please refund INR 471 to confirm identity: http://example.com/24fqo3,phishing_link|refund_scam,
S00253,scam,honeypot,Congrats! You've won cashback INR 50. Click http://bit.ly/gymbwn to claim now.,phishing_link,
S00694,scam,crowd_report,Congrats! You've won cashback INR 999. Click http://refund-now.in/lrysww to claim now.,phishing_link|refund_scam,
S00750,scam,news_sample,This is Admin from Axis Bank. Send me the OTP you received to approve payment.,,
S00237,scam,synthetic,Install this app http://refund-now.in/x031lj to get a refund from BigBasket.,phishing_link|refund_scam,
L00886,legit,payment_app,Your KYC for Electricity is completed successfully.,,
L00080,legit,govt_service,Your ECS mandate for INR 499 with ICICI is registered. Mandate ID: 0U93MZYWR7.,,
S00173,scam,honeypot,Rs 12345 credited. Please refund INR 444 to confirm identity: http://example.com/wwipnn,phishing_link|refund_scam,
L00815,legit,govt_service,Your account XXXX5973 has been credited with INR 5000 by NEFT. Ref: JPHGKNX8Y4.,txn|reference,
S00286,scam,crowd_report,Your UPI refund of INR 5000 is pending. Enter OTP 576152 to confirm refund: http://bit.ly/z251dv,phishing_link|refund_scam|otp_request,
L00672,legit,payment_app,Payment of INR 999 to Zomato using UPI was successful. Txn ID: 91F8BV5ZHP.,reference,
S00532,scam,crowd_report,Someone sent you INR 999. Accept collect request at refund36@upi to receive funds.,refund_scam|collect_request,
