id,label,channel,category,text,pattern_source
S0402,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹141406. Contact +91-9184611066.",CERT-In advisory
S0403,scam,WhatsApp,refund_bait,Refund Dept: ₹191033 credited to your account by mistake. Approve reversal now via this request: http://phonepe-cashback-claim.co,Paytm UPI Fraud Guide
S0404,scam,SMS,fake_reward,Loyalty Bonus ₹157059 added. Visit http://upi-helpdesk.support to redeem.,NPCI Fraud Awareness
S0405,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹156437 to avoid arrest.,Paytm UPI Fraud Guide
S0406,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,CERT-In advisory
S0407,scam,SMS,fake_qr,Scan QR to accept payment: http://sbi-secure-verify.in. For merchants only.,NPCI Fraud Awareness
S0408,scam,SMS,fake_bank_notice,Yes Bank Notice: Confirm your details here: http://axisbank-alerts.net.,News reports on UPI scams
S0409,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹19066. Contact +91-9508157429.",Fintech safety blog
S0410,scam,WhatsApp,overpayment,"Hi, I accidentally sent ₹64 to you. Please accept the payment and return ₹32809 by approving the request.",News reports on UPI scams
S0411,scam,SMS,fake_support,Support Desk: We require confirmation. Click http://paytm-verify-upi.in to confirm your identity.,Fintech safety blog
S0412,scam,WhatsApp,overpayment,"Hi, I accidentally sent ₹465 to you. Please accept the payment and return ₹6240 by approving the request.",News reports on UPI scams
S0413,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹68720. Pay now: http://paytm-verify-upi.in or service suspended.,RBI Cautions
S0414,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://upi-helpdesk.support to continue transactions.,RBI Cautions
S0415,scam,WhatsApp,fake_merchant_payment,Merchant: Paid ₹162883 to your UPI. Approve reversal request.,Fintech safety blog
S0416,scam,SMS,fake_charity,Charity Drive: Send ₹181196 to support. Quick transfer: http://icici-verify.co.in,News reports on UPI scams
S0417,scam,SMS,fake_charity,Charity Drive: Send ₹172763 to support. Quick transfer: http://govt-subsidy-claim.co.in,Fintech safety blog
S0418,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,Razorpay Fake Payment Guide
S0419,scam,SMS,fake_charity,Charity Drive: Send ₹110938 to support. Quick transfer: http://upi-helpdesk.support,Paytm UPI Fraud Guide
S0420,scam,SMS,kyc_expiry,Axis Bank ALERT: KYC not updated. Update now to avoid account suspension: http://axisbank-alerts.net,News reports on UPI scams
S0421,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://sbi-secure-verify.in to continue transactions.,News reports on UPI scams
S0422,scam,SMS,suspicious_login,Kotak Alert: Suspicious login detected on your UPI. Cancel transaction here: http://upi-secure-help.in. Ref: 7961578,NPCI Fraud Awareness
S0423,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,Fintech safety blog
S0424,scam,WhatsApp,fake_merchant_payment,Customer says payment done. Approve collect request to release order.,CERT-In advisory
S0425,scam,SMS,suspicious_login,BOB Alert: Suspicious login detected on your UPI. Cancel transaction here: http://sbi-secure-verify.in. Ref: 1325197,Paytm UPI Fraud Guide
S0426,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://sbi-secure-verify.in to continue transactions.,News reports on UPI scams
S0427,scam,WhatsApp,overpayment,"Hi, I accidentally sent ₹77 to you. Please accept the payment and return ₹23031 by approving the request.",Fintech safety blog
S0428,scam,WhatsApp,refund_bait,Amazon Refund: ₹69251 sent by mistake. Click http://hdfc-kyc-update.com to confirm reversal or face legal action.,News reports on UPI scams
S0429,scam,SMS,fake_cashback,Cashback ₹176568 credited. Click http://phonepe-cashback-claim.co to transfer to bank.,RBI Cautions
S0430,scam,WhatsApp,overpayment,You have received ₹304. Please send back ₹6871 immediately by approving the UPI request from merchantx@ybl.,Paytm UPI Fraud Guide
S0431,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",CERT-In advisory
S0432,scam,SMS,fake_charity,Urgent Flood Relief: Donate ₹169442 to help victims. Transfer to payshop@upi via UPI.,Fintech safety blog
S0433,scam,WhatsApp,refund_bait,Refund Dept: ₹141444 credited to your account by mistake. Approve reversal now via this request: http://icici-verify.co.in,Razorpay Fake Payment Guide
S0434,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹185036. Contact +91-9875340444.",Paytm UPI Fraud Guide
S0435,scam,SMS,fake_reward,Loyalty Bonus ₹28467 added. Visit http://upi-helpdesk.support to redeem.,Fintech safety blog
S0436,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://icici-verify.co.in to continue transactions.,Razorpay Fake Payment Guide
S0437,scam,SMS,kyc_expiry,"Dear Customer, your BOB UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://phonepe-cashback-claim.co",Paytm UPI Fraud Guide
S0438,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://govt-subsidy-claim.co.in and enter UPI ID.",NPCI Fraud Awareness
S0439,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹182479. Claim at http://lottery-claim-win.in before deadline.,News reports on UPI scams
S0440,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 6144280. Funds sent.,Fintech safety blog
S0441,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 5963914. Screenshot attached. Release goods.,News reports on UPI scams
S0442,scam,SMS,fake_qr,Please scan this QR to receive your refund: http://pay-verify-upi.com. Do not share PIN.,Fintech safety blog
S0443,scam,SMS,fake_bank_notice,BOB: Important security update. Verify account details at http://axisbank-alerts.net to avoid restrictions.,Razorpay Fake Payment Guide
S0444,scam,SMS,fake_reward,Exclusive Reward: ₹178849 for you. Claim via http://phonepe-cashback-claim.co within 1 hour.,RBI Cautions
S0445,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 5567533. Screenshot attached. Release goods.,News reports on UPI scams
S0446,scam,SMS,lottery,RBI Lottery: You have won ₹95203. Pay registration fee ₹1901 to claim: http://icici-verify.co.in,Razorpay Fake Payment Guide
S0447,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 6398528. Funds sent.,News reports on UPI scams
S0448,scam,SMS,fake_bank_notice,Yes Bank Notice: Confirm your details here: http://paytm-verify-upi.in.,NPCI Fraud Awareness
S0449,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹30365. Contact +91-9964411347.",Razorpay Fake Payment Guide
S0450,scam,SMS,fake_loan_fee,Pre-approved loan ₹19066. Disbursal in 5 mins after processing fee ₹1994. Pay at http://axisbank-alerts.net,Razorpay Fake Payment Guide
S0451,scam,SMS,suspicious_login,Axis Bank Alert: Suspicious login detected on your UPI. Cancel transaction here: http://hdfc-kyc-update.com. Ref: 3634980,Fintech safety blog
S0452,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,Paytm UPI Fraud Guide
S0453,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://hdfc-kyc-update.com and enter UPI ID.",News reports on UPI scams
S0454,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://refund-claim.in and enter UPI ID.",Razorpay Fake Payment Guide
S0455,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 8710313. Funds sent.,RBI Cautions
S0456,scam,SMS,fake_charity,Charity Drive: Send ₹88677 to support. Quick transfer: http://upi-helpdesk.support,Razorpay Fake Payment Guide
S0457,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹171485. Pay now: http://sbi-secure-verify.in or service suspended.,Razorpay Fake Payment Guide
S0458,scam,WhatsApp,overpayment,You have received ₹374. Please send back ₹11747 immediately by approving the UPI request from payshop@upi.,NPCI Fraud Awareness
S0459,scam,SMS,fake_charity,Charity Drive: Send ₹175614 to support. Quick transfer: http://govt-subsidy-claim.co.in,News reports on UPI scams
S0460,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://pay-verify-upi.com and enter UPI ID.",CERT-In advisory
S0461,scam,WhatsApp,refund_bait,Amazon Refund: ₹81127 sent by mistake. Click http://upi-secure-help.in to confirm reversal or face legal action.,RBI Cautions
S0462,scam,SMS,fake_cashback,You have received ₹2100 cashback from PhonePe. Claim now: http://upi-secure-help.in (valid 2 hrs),Razorpay Fake Payment Guide
S0463,scam,SMS,suspicious_login,Yes Bank Alert: Suspicious login detected on your UPI. Cancel transaction here: http://phonepe-cashback-claim.co. Ref: 9249789,NPCI Fraud Awareness
S0464,scam,SMS,suspicious_login,Unusual activity on your account. Verify identity at http://phonepe-cashback-claim.co to avoid freeze.,NPCI Fraud Awareness
S0465,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",NPCI Fraud Awareness
S0466,scam,WhatsApp,refund_bait,Refund Dept: ₹104823 credited to your account by mistake. Approve reversal now via this request: http://icici-verify.co.in,CERT-In advisory
S0467,scam,SMS,fake_reward,Exclusive Reward: ₹155899 for you. Claim via http://upi-helpdesk.support within 1 hour.,Paytm UPI Fraud Guide
S0468,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://govt-subsidy-claim.co.in and enter UPI ID.",News reports on UPI scams
S0469,scam,SMS,fake_bill_disconnection,Electricity Dept: Bill ₹58953 pending. Service will be disconnected tonight. Pay at http://paytm-verify-upi.in,Razorpay Fake Payment Guide
S0470,scam,SMS,fake_bank_notice,BOB Notice: Confirm your details here: http://paytm-verify-upi.in.,RBI Cautions
S0471,scam,SMS,fake_bank_notice,Federal Bank Notice: Confirm your details here: http://upi-helpdesk.support.,Fintech safety blog
S0472,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 2672884. Screenshot attached. Release goods.,News reports on UPI scams
S0473,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹152751. Pay now: http://pay-verify-upi.com or service suspended.,RBI Cautions
S0474,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 8190929. Funds sent.,Fintech safety blog
S0475,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,Paytm UPI Fraud Guide
S0476,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹40799 to avoid arrest.,Paytm UPI Fraud Guide
S0477,scam,SMS,fake_charity,Charity Drive: Send ₹112716 to support. Quick transfer: http://govt-subsidy-claim.co.in,NPCI Fraud Awareness
S0478,scam,SMS,fake_cashback,Cashback ₹119327 credited. Click http://hdfc-kyc-update.com to transfer to bank.,News reports on UPI scams
S0479,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹61619 approved. Click http://paytm-verify-upi.in to accept.,NPCI Fraud Awareness
S0480,scam,SMS,fake_qr,Scan QR to accept payment: http://lottery-claim-win.in. For merchants only.,RBI Cautions
S0481,scam,SMS,lottery,Congratulations! Govt prize of ₹114917 for you. Complete form at http://axisbank-alerts.net within 48 hrs.,News reports on UPI scams
S0482,scam,SMS,fake_loan_fee,Pre-approved loan ₹38677. Disbursal in 5 mins after processing fee ₹1687. Pay at http://lottery-claim-win.in,CERT-In advisory
S0483,scam,SMS,lottery,RBI Lottery: You have won ₹175126. Pay registration fee ₹1870 to claim: http://upi-helpdesk.support,NPCI Fraud Awareness
S0484,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 5006492. Screenshot attached. Release goods.,Fintech safety blog
S0485,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 4050766. Screenshot attached. Release goods.,Paytm UPI Fraud Guide
S0486,scam,SMS,fake_reward,Loyalty Bonus ₹99395 added. Visit http://phonepe-cashback-claim.co to redeem.,News reports on UPI scams
S0487,scam,SMS,fake_reward,Exclusive Reward: ₹181196 for you. Claim via http://govt-subsidy-claim.co.in within 1 hour.,RBI Cautions
S0488,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹112165. Claim at http://paytm-verify-upi.in before deadline.,Fintech safety blog
S0489,scam,WhatsApp,refund_bait,Refund Dept: ₹132664 credited to your account by mistake. Approve reversal now via this request: http://sbi-secure-verify.in,News reports on UPI scams
S0490,scam,SMS,fake_charity,Charity Drive: Send ₹101026 to support. Quick transfer: http://pay-verify-upi.com,CERT-In advisory
S0491,scam,SMS,fake_charity,Urgent Flood Relief: Donate ₹97939 to help victims. Transfer to merchantx@ybl via UPI.,RBI Cautions
S0492,scam,SMS,suspicious_login,Yes Bank Alert: Suspicious login detected on your UPI. Cancel transaction here: http://upi-secure-help.in. Ref: 1621086,CERT-In advisory
S0493,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,RBI Cautions
S0494,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 2561176. Funds sent.,News reports on UPI scams
S0495,scam,WhatsApp,overpayment,You have received ₹221. Please send back ₹16635 immediately by approving the UPI request from shopkeeper@okicici.,RBI Cautions
S0496,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹75262 to avoid arrest.,CERT-In advisory
S0497,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,News reports on UPI scams
S0498,scam,SMS,fake_bank_notice,PNB Notice: Confirm your details here: http://govt-subsidy-claim.co.in.,News reports on UPI scams
S0499,scam,SMS,lottery,Congratulations! Govt prize of ₹73084 for you. Complete form at http://lottery-claim-win.in within 48 hrs.,News reports on UPI scams
S0500,scam,SMS,kyc_expiry,"Dear Customer, your HDFC UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://lottery-claim-win.in",RBI Cautions
