id,label,channel,category,text,pattern_source
3736,scam,WhatsApp,Fake Loan,Loan approved Rs 48803. Pay processing fee Rs 500 at http://secure-upi.co.in,synthetic_generated
3737,scam,SMS,Fake QR,Pay Rs 5018 penalty to avoid FIR. Complete UPI payment at http://upi-helpdesk.net,synthetic_generated
3738,scam,WhatsApp,Cashback Scam,Your Axis debit card has been blocked. Click http://instant-claim.co to unblock immediately.,synthetic_generated
3739,scam,SMS,Fake QR,You have received Rs 17023 in your ICICI account. Click http://npci-update.com to claim instantly.,synthetic_generated
3740,scam,SMS,KYC Update,PAN KYC verification failed. Update here http://secure-upi.co.in,synthetic_generated
3741,scam,SMS,Cashback Scam,You have received Rs 20113 in your SBI account. Click http://kyc-update.com to claim instantly.,synthetic_generated
3742,scam,WhatsApp,Overpayment,Refund of Rs 27749 is pending. Confirm your UPI ID here: http://upi-helpdesk.net,synthetic_generated
3743,scam,SMS,Lottery Scam,Congratulations! You won Rs 40222 lottery. Claim via UPI now: http://npci-update.com,synthetic_generated
3744,scam,SMS,Fake Loan,Your electricity bill Rs 6990 unpaid. Pay now via http://govt-subsidy.in to avoid disconnection.,synthetic_generated
3745,scam,SMS,Overpayment,Pay Rs 19388 penalty to avoid FIR. Complete UPI payment at http://refund-portal.org,synthetic_generated
3746,scam,SMS,Refund Fraud,Loan approved Rs 19819. Pay processing fee Rs 500 at http://refund-portal.org,synthetic_generated
3747,scam,SMS,Impersonation,Refund of Rs 17256 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
3748,scam,WhatsApp,Fake Loan,Refund of Rs 32043 is pending. Confirm your UPI ID here: http://secure-upi.co.in,synthetic_generated
3749,scam,SMS,Overpayment,Your KYC for SBI is expiring today. Update now to avoid suspension: http://refund-portal.org,synthetic_generated
3750,scam,WhatsApp,KYC Update,"Dear customer, your BOB UPI account will be blocked in 24 hrs. Verify now: http://upi-verify.in",synthetic_generated
3751,scam,SMS,KYC Update,"Dear customer, your Axis UPI account will be blocked in 24 hrs. Verify now: http://upi-helpdesk.net",synthetic_generated
3752,scam,WhatsApp,Fake Loan,You have received Rs 7982 in your ICICI account. Click http://govt-subsidy.in to claim instantly.,synthetic_generated
3753,scam,WhatsApp,Refund Fraud,Pay Rs 33745 penalty to avoid FIR. Complete UPI payment at http://instant-claim.co,synthetic_generated
3754,scam,WhatsApp,KYC Update,You have received Rs 8373 in your SBI account. Click http://securebanking.co.in to claim instantly.,synthetic_generated
3755,scam,WhatsApp,Refund Fraud,Loan approved Rs 39406. Pay processing fee Rs 500 at http://govt-subsidy.in,synthetic_generated
3756,scam,SMS,Lottery Scam,Refund of Rs 23600 is pending. Confirm your UPI ID here: http://npci-update.com,synthetic_generated
3757,scam,SMS,Overpayment,You have received Rs 12552 in your SBI account. Click http://npci-update.com to claim instantly.,synthetic_generated
3758,scam,WhatsApp,Cashback Scam,Fake receipt generated of Rs 23520. Confirm immediately: http://securebanking.co.in,synthetic_generated
3759,scam,WhatsApp,Cashback Scam,Your electricity bill Rs 27876 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
3760,scam,SMS,Fake Loan,Get free cashback Rs 10532 on UPI. Claim offer: http://refund-portal.org,synthetic_generated
3761,scam,WhatsApp,Fake Loan,Get free cashback Rs 43075 on UPI. Claim offer: http://upi-helpdesk.net,synthetic_generated
3762,scam,WhatsApp,Fake QR,Suspicious login detected on your Kotak UPI account. Secure now: http://upi-verify.in,synthetic_generated
3763,scam,SMS,Fake QR,You have received Rs 2711 in your ICICI account. Click http://instant-claim.co to claim instantly.,synthetic_generated
3764,scam,SMS,KYC Update,Suspicious login detected on your ICICI UPI account. Secure now: http://refund-portal.org,synthetic_generated
3765,scam,WhatsApp,Overpayment,Fake receipt generated of Rs 49254. Confirm immediately: http://govt-subsidy.in,synthetic_generated
3766,scam,SMS,Fake QR,Your electricity bill Rs 28725 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
3767,scam,WhatsApp,Cashback Scam,Your KYC for Axis is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
3768,scam,WhatsApp,Impersonation,Govt subsidy Rs 15886 credited. Verify UPI ID at http://securebanking.co.in,synthetic_generated
3769,scam,WhatsApp,Impersonation,Your KYC for Kotak is expiring today. Update now to avoid suspension: http://secure-upi.co.in,synthetic_generated
3770,scam,SMS,Cashback Scam,Suspicious login detected on your HDFC UPI account. Secure now: http://secure-upi.co.in,synthetic_generated
3771,scam,SMS,Lottery Scam,PAN KYC verification failed. Update here http://upi-verify.in,synthetic_generated
3772,scam,WhatsApp,Lottery Scam,You have received Rs 42586 in your HDFC account. Click http://instant-claim.co to claim instantly.,synthetic_generated
3773,scam,SMS,Overpayment,Pay Rs 49269 penalty to avoid FIR. Complete UPI payment at http://npci-update.com,synthetic_generated
3774,scam,WhatsApp,Cashback Scam,Loan approved Rs 48316. Pay processing fee Rs 500 at http://securebanking.co.in,synthetic_generated
3775,scam,SMS,KYC Update,Congratulations! You won Rs 49251 lottery. Claim via UPI now: http://npci-update.com,synthetic_generated
3776,scam,WhatsApp,Lottery Scam,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3777,scam,WhatsApp,Lottery Scam,"Dear customer, your SBI UPI account will be blocked in 24 hrs. Verify now: http://securebanking.co.in",synthetic_generated
3778,scam,SMS,Account Block,Get free cashback Rs 3199 on UPI. Claim offer: http://npci-update.com,synthetic_generated
3779,scam,SMS,Govt Subsidy,Your HDFC debit card has been blocked. Click http://securebanking.co.in to unblock immediately.,synthetic_generated
3780,scam,SMS,Impersonation,PAN KYC verification failed. Update here http://upi-helpdesk.net,synthetic_generated
3781,scam,SMS,Overpayment,Congratulations! You won Rs 6148 lottery. Claim via UPI now: http://refund-portal.org,synthetic_generated
3782,scam,WhatsApp,Lottery Scam,Your Kotak debit card has been blocked. Click http://npci-update.com to unblock immediately.,synthetic_generated
3783,scam,SMS,Lottery Scam,Your KYC for SBI is expiring today. Update now to avoid suspension: http://upi-helpdesk.net,synthetic_generated
3784,scam,SMS,Fake Loan,You have received Rs 12100 in your HDFC account. Click http://govt-subsidy.in to claim instantly.,synthetic_generated
3785,scam,WhatsApp,Govt Subsidy,You have received Rs 6625 in your Kotak account. Click http://instant-claim.co to claim instantly.,synthetic_generated
3786,scam,WhatsApp,Fake QR,Your KYC for SBI is expiring today. Update now to avoid suspension: http://kyc-update.com,synthetic_generated
3787,scam,WhatsApp,Refund Fraud,Your electricity bill Rs 6479 unpaid. Pay now via http://securebanking.co.in to avoid disconnection.,synthetic_generated
3788,scam,WhatsApp,KYC Update,You have received Rs 16404 in your Axis account. Click http://npci-update.com to claim instantly.,synthetic_generated
3789,scam,SMS,Impersonation,Congratulations! You won Rs 2634 lottery. Claim via UPI now: http://upi-verify.in,synthetic_generated
3790,scam,SMS,Cashback Scam,Govt subsidy Rs 5418 credited. Verify UPI ID at http://npci-update.com,synthetic_generated
3791,scam,SMS,Fake Loan,Fake receipt generated of Rs 14886. Confirm immediately: http://secure-upi.co.in,synthetic_generated
3792,scam,WhatsApp,Account Block,Fake receipt generated of Rs 34736. Confirm immediately: http://refund-portal.org,synthetic_generated
3793,scam,WhatsApp,KYC Update,Pay Rs 5581 penalty to avoid FIR. Complete UPI payment at http://secure-upi.co.in,synthetic_generated
3794,scam,SMS,KYC Update,Congratulations! You won Rs 42809 lottery. Claim via UPI now: http://instant-claim.co,synthetic_generated
3795,scam,WhatsApp,Refund Fraud,Refund of Rs 49826 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
3796,scam,SMS,KYC Update,"Dear customer, your SBI UPI account will be blocked in 24 hrs. Verify now: http://upi-helpdesk.net",synthetic_generated
3797,scam,SMS,Govt Subsidy,Your electricity bill Rs 41964 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
3798,scam,SMS,Fake Loan,Your ICICI debit card has been blocked. Click http://kyc-update.com to unblock immediately.,synthetic_generated
3799,scam,SMS,Fake QR,PAN KYC verification failed. Update here http://kyc-update.com,synthetic_generated
3800,scam,SMS,KYC Update,Your electricity bill Rs 13722 unpaid. Pay now via http://kyc-update.com to avoid disconnection.,synthetic_generated
3801,scam,WhatsApp,Govt Subsidy,Get free cashback Rs 41530 on UPI. Claim offer: http://upi-helpdesk.net,synthetic_generated
3802,scam,SMS,Fake Loan,Govt subsidy Rs 23817 credited. Verify UPI ID at http://securebanking.co.in,synthetic_generated
3803,scam,SMS,Refund Fraud,Fake receipt generated of Rs 30802. Confirm immediately: http://npci-update.com,synthetic_generated
3804,scam,SMS,Refund Fraud,Refund of Rs 27604 is pending. Confirm your UPI ID here: http://govt-subsidy.in,synthetic_generated
3805,scam,SMS,KYC Update,PAN KYC verification failed. Update here http://npci-update.com,synthetic_generated
3806,scam,WhatsApp,Govt Subsidy,Loan approved Rs 41472. Pay processing fee Rs 500 at http://instant-claim.co,synthetic_generated
3807,scam,SMS,Refund Fraud,Your Kotak debit card has been blocked. Click http://instant-claim.co to unblock immediately.,synthetic_generated
3808,scam,SMS,Fake QR,Congratulations! You won Rs 13831 lottery. Claim via UPI now: http://upi-helpdesk.net,synthetic_generated
3809,scam,SMS,Fake Loan,Your KYC for HDFC is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
3810,scam,SMS,Lottery Scam,Your Kotak debit card has been blocked. Click http://upi-helpdesk.net to unblock immediately.,synthetic_generated
3811,scam,SMS,Lottery Scam,Refund of Rs 47488 is pending. Confirm your UPI ID here: http://npci-update.com,synthetic_generated
3812,scam,WhatsApp,Govt Subsidy,Your electricity bill Rs 44931 unpaid. Pay now via http://instant-claim.co to avoid disconnection.,synthetic_generated
3813,scam,WhatsApp,Cashback Scam,Your electricity bill Rs 17681 unpaid. Pay now via http://instant-claim.co to avoid disconnection.,synthetic_generated
3814,scam,WhatsApp,Govt Subsidy,Fake receipt generated of Rs 23011. Confirm immediately: http://govt-subsidy.in,synthetic_generated
3815,scam,WhatsApp,Lottery Scam,Fake receipt generated of Rs 1323. Confirm immediately: http://kyc-update.com,synthetic_generated
3816,scam,SMS,Fake QR,Congratulations! You won Rs 36633 lottery. Claim via UPI now: http://kyc-update.com,synthetic_generated
3817,scam,WhatsApp,Account Block,Loan approved Rs 20399. Pay processing fee Rs 500 at http://securebanking.co.in,synthetic_generated
3818,scam,WhatsApp,Overpayment,Govt subsidy Rs 7586 credited. Verify UPI ID at http://refund-portal.org,synthetic_generated
3819,scam,WhatsApp,Impersonation,Govt subsidy Rs 6085 credited. Verify UPI ID at http://kyc-update.com,synthetic_generated
3820,scam,WhatsApp,Fake Loan,Your electricity bill Rs 43505 unpaid. Pay now via http://upi-verify.in to avoid disconnection.,synthetic_generated
3821,scam,SMS,Account Block,Suspicious login detected on your Axis UPI account. Secure now: http://upi-verify.in,synthetic_generated
3822,scam,SMS,Refund Fraud,Suspicious login detected on your BOB UPI account. Secure now: http://govt-subsidy.in,synthetic_generated
3823,scam,WhatsApp,Lottery Scam,Your electricity bill Rs 9749 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
3824,scam,WhatsApp,Fake QR,Pay Rs 24778 penalty to avoid FIR. Complete UPI payment at http://securebanking.co.in,synthetic_generated
3825,scam,WhatsApp,Cashback Scam,You have received Rs 35893 in your HDFC account. Click http://upi-verify.in to claim instantly.,synthetic_generated
3826,scam,SMS,Fake QR,Pay Rs 23242 penalty to avoid FIR. Complete UPI payment at http://govt-subsidy.in,synthetic_generated
3827,scam,SMS,Cashback Scam,Your electricity bill Rs 30288 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
3828,scam,SMS,Fake Loan,Refund of Rs 18913 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
3829,scam,WhatsApp,Account Block,Your SBI debit card has been blocked. Click http://secure-upi.co.in to unblock immediately.,synthetic_generated
3830,scam,WhatsApp,Overpayment,Your KYC for Kotak is expiring today. Update now to avoid suspension: http://upi-helpdesk.net,synthetic_generated
3831,scam,SMS,Govt Subsidy,Your electricity bill Rs 10784 unpaid. Pay now via http://govt-subsidy.in to avoid disconnection.,synthetic_generated
3832,scam,WhatsApp,KYC Update,Fake receipt generated of Rs 22276. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
3833,scam,WhatsApp,Fake Loan,PAN KYC verification failed. Update here http://kyc-update.com,synthetic_generated
3834,scam,SMS,KYC Update,Get free cashback Rs 1121 on UPI. Claim offer: http://refund-portal.org,synthetic_generated
3835,scam,WhatsApp,Cashback Scam,Get free cashback Rs 18068 on UPI. Claim offer: http://kyc-update.com,synthetic_generated
3836,scam,SMS,Govt Subsidy,Your HDFC debit card has been blocked. Click http://secure-upi.co.in to unblock immediately.,synthetic_generated
3837,scam,WhatsApp,Refund Fraud,Suspicious login detected on your Kotak UPI account. Secure now: http://refund-portal.org,synthetic_generated
3838,scam,WhatsApp,Fake Loan,Pay Rs 13679 penalty to avoid FIR. Complete UPI payment at http://securebanking.co.in,synthetic_generated
3839,scam,WhatsApp,Cashback Scam,Pay Rs 7516 penalty to avoid FIR. Complete UPI payment at http://upi-helpdesk.net,synthetic_generated
3840,scam,WhatsApp,KYC Update,You have received Rs 32140 in your HDFC account. Click http://securebanking.co.in to claim instantly.,synthetic_generated
3841,scam,WhatsApp,Overpayment,Refund of Rs 26733 is pending. Confirm your UPI ID here: http://npci-update.com,synthetic_generated
3842,scam,WhatsApp,Fake QR,Refund of Rs 37631 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
3843,scam,SMS,Refund Fraud,Govt subsidy Rs 37166 credited. Verify UPI ID at http://govt-subsidy.in,synthetic_generated
3844,scam,WhatsApp,Impersonation,Govt subsidy Rs 22652 credited. Verify UPI ID at http://upi-verify.in,synthetic_generated
3845,scam,WhatsApp,Fake QR,Govt subsidy Rs 15701 credited. Verify UPI ID at http://npci-update.com,synthetic_generated
3846,scam,WhatsApp,Govt Subsidy,You have received Rs 24878 in your BOB account. Click http://secure-upi.co.in to claim instantly.,synthetic_generated
3847,scam,SMS,Overpayment,Your KYC for SBI is expiring today. Update now to avoid suspension: http://kyc-update.com,synthetic_generated
3848,scam,SMS,KYC Update,Govt subsidy Rs 29292 credited. Verify UPI ID at http://securebanking.co.in,synthetic_generated
3849,scam,WhatsApp,Fake Loan,Govt subsidy Rs 2438 credited. Verify UPI ID at http://govt-subsidy.in,synthetic_generated
3850,scam,WhatsApp,Cashback Scam,Get free cashback Rs 4978 on UPI. Claim offer: http://securebanking.co.in,synthetic_generated
3851,scam,WhatsApp,Lottery Scam,Fake receipt generated of Rs 27895. Confirm immediately: http://upi-verify.in,synthetic_generated
3852,scam,SMS,Fake QR,"Dear customer, your BOB UPI account will be blocked in 24 hrs. Verify now: http://upi-verify.in",synthetic_generated
3853,scam,SMS,KYC Update,Refund of Rs 42717 is pending. Confirm your UPI ID here: http://upi-verify.in,synthetic_generated
3854,scam,SMS,Impersonation,Govt subsidy Rs 23568 credited. Verify UPI ID at http://kyc-update.com,synthetic_generated
3855,scam,WhatsApp,Account Block,Refund of Rs 16398 is pending. Confirm your UPI ID here: http://upi-verify.in,synthetic_generated
3856,scam,WhatsApp,Fake Loan,Suspicious login detected on your SBI UPI account. Secure now: http://securebanking.co.in,synthetic_generated
3857,scam,SMS,Impersonation,PAN KYC verification failed. Update here http://govt-subsidy.in,synthetic_generated
3858,scam,SMS,Fake QR,Get free cashback Rs 3590 on UPI. Claim offer: http://upi-helpdesk.net,synthetic_generated
3859,scam,SMS,Fake QR,Suspicious login detected on your Axis UPI account. Secure now: http://upi-verify.in,synthetic_generated
3860,scam,WhatsApp,Overpayment,Your electricity bill Rs 5235 unpaid. Pay now via http://secure-upi.co.in to avoid disconnection.,synthetic_generated
3861,scam,SMS,Overpayment,PAN KYC verification failed. Update here http://govt-subsidy.in,synthetic_generated
3862,scam,WhatsApp,Impersonation,Your electricity bill Rs 11567 unpaid. Pay now via http://upi-verify.in to avoid disconnection.,synthetic_generated
3863,scam,SMS,Account Block,Your KYC for Axis is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
3864,scam,SMS,Fake Loan,PAN KYC verification failed. Update here http://kyc-update.com,synthetic_generated
3865,scam,WhatsApp,Fake Loan,Govt subsidy Rs 11561 credited. Verify UPI ID at http://kyc-update.com,synthetic_generated
3866,scam,SMS,Refund Fraud,Pay Rs 40763 penalty to avoid FIR. Complete UPI payment at http://secure-upi.co.in,synthetic_generated
3867,scam,SMS,Impersonation,Refund of Rs 39363 is pending. Confirm your UPI ID here: http://npci-update.com,synthetic_generated
3868,scam,WhatsApp,Account Block,Fake receipt generated of Rs 41916. Confirm immediately: http://refund-portal.org,synthetic_generated
3869,scam,SMS,Fake QR,Refund of Rs 48994 is pending. Confirm your UPI ID here: http://kyc-update.com,synthetic_generated
3870,scam,WhatsApp,Impersonation,You have received Rs 11934 in your Kotak account. Click http://refund-portal.org to claim instantly.,synthetic_generated
3871,scam,SMS,Fake QR,PAN KYC verification failed. Update here http://refund-portal.org,synthetic_generated
3872,scam,WhatsApp,Cashback Scam,Pay Rs 4525 penalty to avoid FIR. Complete UPI payment at http://kyc-update.com,synthetic_generated
3873,scam,SMS,Govt Subsidy,Your HDFC debit card has been blocked. Click http://secure-upi.co.in to unblock immediately.,synthetic_generated
3874,scam,WhatsApp,Cashback Scam,Fake receipt generated of Rs 32045. Confirm immediately: http://refund-portal.org,synthetic_generated
3875,scam,WhatsApp,Cashback Scam,Loan approved Rs 22435. Pay processing fee Rs 500 at http://refund-portal.org,synthetic_generated
3876,scam,WhatsApp,Refund Fraud,Your Axis debit card has been blocked. Click http://refund-portal.org to unblock immediately.,synthetic_generated
3877,scam,WhatsApp,Overpayment,Govt subsidy Rs 29739 credited. Verify UPI ID at http://upi-helpdesk.net,synthetic_generated
3878,scam,SMS,Govt Subsidy,Congratulations! You won Rs 47729 lottery. Claim via UPI now: http://instant-claim.co,synthetic_generated
3879,scam,SMS,Lottery Scam,Loan approved Rs 25173. Pay processing fee Rs 500 at http://govt-subsidy.in,synthetic_generated
3880,scam,SMS,Fake Loan,Suspicious login detected on your SBI UPI account. Secure now: http://govt-subsidy.in,synthetic_generated
3881,scam,WhatsApp,Fake QR,Congratulations! You won Rs 20121 lottery. Claim via UPI now: http://upi-verify.in,synthetic_generated
3882,scam,WhatsApp,Account Block,Your KYC for HDFC is expiring today. Update now to avoid suspension: http://npci-update.com,synthetic_generated
3883,scam,WhatsApp,Impersonation,Your electricity bill Rs 7603 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
3884,scam,WhatsApp,Refund Fraud,Pay Rs 10367 penalty to avoid FIR. Complete UPI payment at http://npci-update.com,synthetic_generated
3885,scam,WhatsApp,Refund Fraud,Get free cashback Rs 8426 on UPI. Claim offer: http://upi-verify.in,synthetic_generated
3886,scam,SMS,Fake QR,Govt subsidy Rs 34503 credited. Verify UPI ID at http://upi-helpdesk.net,synthetic_generated
3887,scam,WhatsApp,Lottery Scam,Pay Rs 23441 penalty to avoid FIR. Complete UPI payment at http://upi-helpdesk.net,synthetic_generated
3888,scam,WhatsApp,Overpayment,Congratulations! You won Rs 6618 lottery. Claim via UPI now: http://refund-portal.org,synthetic_generated
3889,scam,WhatsApp,Impersonation,Govt subsidy Rs 21588 credited. Verify UPI ID at http://securebanking.co.in,synthetic_generated
3890,scam,SMS,Cashback Scam,Your electricity bill Rs 28933 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
3891,scam,WhatsApp,Cashback Scam,Pay Rs 7398 penalty to avoid FIR. Complete UPI payment at http://refund-portal.org,synthetic_generated
3892,scam,SMS,Fake Loan,Get free cashback Rs 25014 on UPI. Claim offer: http://securebanking.co.in,synthetic_generated
3893,scam,SMS,Fake Loan,"Dear customer, your HDFC UPI account will be blocked in 24 hrs. Verify now: http://npci-update.com",synthetic_generated
3894,scam,SMS,Impersonation,Loan approved Rs 4334. Pay processing fee Rs 500 at http://npci-update.com,synthetic_generated
3895,scam,WhatsApp,Fake QR,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3896,scam,WhatsApp,Cashback Scam,Loan approved Rs 28849. Pay processing fee Rs 500 at http://upi-verify.in,synthetic_generated
3897,scam,WhatsApp,Fake QR,Loan approved Rs 34096. Pay processing fee Rs 500 at http://refund-portal.org,synthetic_generated
3898,scam,WhatsApp,Impersonation,Pay Rs 11820 penalty to avoid FIR. Complete UPI payment at http://securebanking.co.in,synthetic_generated
3899,scam,WhatsApp,Impersonation,Loan approved Rs 29597. Pay processing fee Rs 500 at http://upi-verify.in,synthetic_generated
3900,scam,WhatsApp,Refund Fraud,PAN KYC verification failed. Update here http://upi-verify.in,synthetic_generated
3901,scam,SMS,KYC Update,PAN KYC verification failed. Update here http://govt-subsidy.in,synthetic_generated
3902,scam,WhatsApp,Refund Fraud,Get free cashback Rs 38378 on UPI. Claim offer: http://securebanking.co.in,synthetic_generated
3903,scam,SMS,Refund Fraud,Your HDFC debit card has been blocked. Click http://instant-claim.co to unblock immediately.,synthetic_generated
3904,scam,SMS,Fake Loan,Your SBI debit card has been blocked. Click http://kyc-update.com to unblock immediately.,synthetic_generated
3905,scam,SMS,KYC Update,Your KYC for BOB is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
3906,scam,SMS,Fake Loan,"Dear customer, your Kotak UPI account will be blocked in 24 hrs. Verify now: http://upi-verify.in",synthetic_generated
3907,scam,WhatsApp,Overpayment,Your KYC for ICICI is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
3908,scam,WhatsApp,Lottery Scam,Your Kotak debit card has been blocked. Click http://refund-portal.org to unblock immediately.,synthetic_generated
3909,scam,SMS,Cashback Scam,Fake receipt generated of Rs 4069. Confirm immediately: http://instant-claim.co,synthetic_generated
3910,scam,SMS,Fake QR,Fake receipt generated of Rs 13342. Confirm immediately: http://securebanking.co.in,synthetic_generated
3911,scam,SMS,Lottery Scam,PAN KYC verification failed. Update here http://upi-verify.in,synthetic_generated
3912,scam,SMS,KYC Update,Fake receipt generated of Rs 49251. Confirm immediately: http://instant-claim.co,synthetic_generated
3913,scam,WhatsApp,Fake Loan,Fake receipt generated of Rs 21898. Confirm immediately: http://kyc-update.com,synthetic_generated
3914,scam,SMS,Refund Fraud,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3915,scam,WhatsApp,Impersonation,Refund of Rs 24755 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
3916,scam,SMS,Fake Loan,Fake receipt generated of Rs 23462. Confirm immediately: http://npci-update.com,synthetic_generated
3917,scam,SMS,Fake Loan,Suspicious login detected on your BOB UPI account. Secure now: http://govt-subsidy.in,synthetic_generated
3918,scam,SMS,Fake QR,Get free cashback Rs 49972 on UPI. Claim offer: http://govt-subsidy.in,synthetic_generated
3919,scam,WhatsApp,KYC Update,PAN KYC verification failed. Update here http://upi-helpdesk.net,synthetic_generated
3920,scam,SMS,Fake QR,Suspicious login detected on your Axis UPI account. Secure now: http://securebanking.co.in,synthetic_generated
3921,scam,SMS,Govt Subsidy,Refund of Rs 11900 is pending. Confirm your UPI ID here: http://secure-upi.co.in,synthetic_generated
3922,scam,WhatsApp,KYC Update,PAN KYC verification failed. Update here http://upi-verify.in,synthetic_generated
3923,scam,WhatsApp,Fake QR,Congratulations! You won Rs 31330 lottery. Claim via UPI now: http://refund-portal.org,synthetic_generated
3924,scam,WhatsApp,Fake QR,Fake receipt generated of Rs 38725. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
3925,scam,SMS,Lottery Scam,Suspicious login detected on your PNB UPI account. Secure now: http://govt-subsidy.in,synthetic_generated
3926,scam,WhatsApp,Lottery Scam,Your electricity bill Rs 45031 unpaid. Pay now via http://upi-verify.in to avoid disconnection.,synthetic_generated
3927,scam,SMS,Cashback Scam,Your Axis debit card has been blocked. Click http://securebanking.co.in to unblock immediately.,synthetic_generated
3928,scam,SMS,KYC Update,"Dear customer, your SBI UPI account will be blocked in 24 hrs. Verify now: http://upi-helpdesk.net",synthetic_generated
3929,scam,WhatsApp,Lottery Scam,Loan approved Rs 36308. Pay processing fee Rs 500 at http://govt-subsidy.in,synthetic_generated
3930,scam,SMS,Govt Subsidy,Govt subsidy Rs 33097 credited. Verify UPI ID at http://upi-verify.in,synthetic_generated
3931,scam,SMS,Lottery Scam,Loan approved Rs 46763. Pay processing fee Rs 500 at http://securebanking.co.in,synthetic_generated
3932,scam,WhatsApp,Cashback Scam,Your electricity bill Rs 33633 unpaid. Pay now via http://kyc-update.com to avoid disconnection.,synthetic_generated
3933,scam,SMS,Lottery Scam,Your electricity bill Rs 29138 unpaid. Pay now via http://npci-update.com to avoid disconnection.,synthetic_generated
3934,scam,SMS,Impersonation,You have received Rs 11693 in your Axis account. Click http://instant-claim.co to claim instantly.,synthetic_generated
3935,scam,WhatsApp,KYC Update,Your KYC for HDFC is expiring today. Update now to avoid suspension: http://instant-claim.co,synthetic_generated
3936,scam,WhatsApp,Refund Fraud,Your BOB debit card has been blocked. Click http://refund-portal.org to unblock immediately.,synthetic_generated
3937,scam,WhatsApp,Fake Loan,Your HDFC debit card has been blocked. Click http://instant-claim.co to unblock immediately.,synthetic_generated
3938,scam,SMS,Refund Fraud,Your KYC for Axis is expiring today. Update now to avoid suspension: http://instant-claim.co,synthetic_generated
3939,scam,SMS,Impersonation,Your electricity bill Rs 47496 unpaid. Pay now via http://secure-upi.co.in to avoid disconnection.,synthetic_generated
3940,scam,WhatsApp,Lottery Scam,Fake receipt generated of Rs 33485. Confirm immediately: http://securebanking.co.in,synthetic_generated
3941,scam,SMS,Fake QR,Loan approved Rs 43895. Pay processing fee Rs 500 at http://govt-subsidy.in,synthetic_generated
3942,scam,WhatsApp,Fake QR,Your KYC for ICICI is expiring today. Update now to avoid suspension: http://npci-update.com,synthetic_generated
3943,scam,SMS,Cashback Scam,Pay Rs 7980 penalty to avoid FIR. Complete UPI payment at http://kyc-update.com,synthetic_generated
3944,scam,SMS,Fake QR,"Dear customer, your HDFC UPI account will be blocked in 24 hrs. Verify now: http://instant-claim.co",synthetic_generated
3945,scam,SMS,Cashback Scam,Loan approved Rs 43223. Pay processing fee Rs 500 at http://upi-verify.in,synthetic_generated
3946,scam,SMS,Fake Loan,Suspicious login detected on your BOB UPI account. Secure now: http://instant-claim.co,synthetic_generated
3947,scam,WhatsApp,Cashback Scam,Get free cashback Rs 42358 on UPI. Claim offer: http://kyc-update.com,synthetic_generated
3948,scam,WhatsApp,Impersonation,Congratulations! You won Rs 12490 lottery. Claim via UPI now: http://securebanking.co.in,synthetic_generated
3949,scam,WhatsApp,Impersonation,Fake receipt generated of Rs 47998. Confirm immediately: http://secure-upi.co.in,synthetic_generated
3950,scam,SMS,Lottery Scam,"Dear customer, your SBI UPI account will be blocked in 24 hrs. Verify now: http://securebanking.co.in",synthetic_generated
3951,scam,SMS,Fake QR,Govt subsidy Rs 39593 credited. Verify UPI ID at http://secure-upi.co.in,synthetic_generated
3952,scam,WhatsApp,Overpayment,You have received Rs 23830 in your PNB account. Click http://npci-update.com to claim instantly.,synthetic_generated
3953,scam,WhatsApp,Impersonation,Your electricity bill Rs 15157 unpaid. Pay now via http://npci-update.com to avoid disconnection.,synthetic_generated
3954,scam,SMS,Refund Fraud,Congratulations! You won Rs 36073 lottery. Claim via UPI now: http://govt-subsidy.in,synthetic_generated
3955,scam,SMS,Refund Fraud,Congratulations! You won Rs 24552 lottery. Claim via UPI now: http://refund-portal.org,synthetic_generated
3956,scam,WhatsApp,Fake Loan,Your Axis debit card has been blocked. Click http://kyc-update.com to unblock immediately.,synthetic_generated
